27666072   __label__Rejected 1.00001 __label__Approved 1.07355e-05
77085205   __label__Rejected 0.971531 __label__Approved 0.0284892
18806419   __label__Rejected 0.949537 __label__Approved 0.0504833
31361896   __label__Rejected 1.00001 __label__Approved 1e-05
33864523   __label__Rejected 0.591008 __label__Approved 0.409012
34647513   __label__Rejected 1.00001 __label__Approved 1e-05
61616661   __label__Rejected 0.99697 __label__Approved 0.00305052
68611438   __label__Rejected 0.883927 __label__Approved 0.116093
73960039   __label__Rejected 0.999076 __label__Approved 0.000944121
60259383   __label__Rejected 0.918628 __label__Approved 0.081392
73545959   __label__Rejected 0.999604 __label__Approved 0.000416262
71787677   __label__Rejected 0.98649 __label__Approved 0.0135302
112048389   __label__Rejected 0.914811 __label__Approved 0.0852088
29002721   __label__Rejected 1.00001 __label__Approved 1e-05
84770704   __label__Rejected 1.00001 __label__Approved 1e-05
70759618   __label__Rejected 1.00001 __label__Approved 1.00001e-05
64724586   __label__Rejected 1.00001 __label__Approved 1.02366e-05
74308563   __label__Rejected 0.999677 __label__Approved 0.000343114
99457034   __label__Rejected 0.950971 __label__Approved 0.0490486
11481391   __label__Rejected 1.00001 __label__Approved 1.00058e-05
77310882   __label__Rejected 0.998473 __label__Approved 0.00154698
74683964   __label__Rejected 0.839808 __label__Approved 0.160212
85685652   __label__Rejected 0.999991 __label__Approved 2.86529e-05
71546160   __label__Rejected 1 __label__Approved 1.714e-05
73957459   __label__Rejected 1 __label__Approved 1.55425e-05
40871209   __label__Rejected 1.00001 __label__Approved 1.00096e-05
28941686   __label__Rejected 1.00001 __label__Approved 1.00268e-05
71282345   __label__Rejected 0.986436 __label__Approved 0.0135845
49216445   __label__Rejected 0.997953 __label__Approved 0.00206697
107125992   __label__Rejected 0.995154 __label__Approved 0.004866
86578479   __label__Rejected 1.00001 __label__Approved 1.16725e-05
72507038   __label__Rejected 1.00001 __label__Approved 1.17695e-05
53789755   __label__Approved 0.997351 __label__Rejected 0.00266902
72911873   __label__Rejected 1.00001 __label__Approved 1.06112e-05
50658567   __label__Rejected 0.816633 __label__Approved 0.183387
69007768   __label__Rejected 0.977035 __label__Approved 0.0229849
45074630   __label__Rejected 1.00001 __label__Approved 1.12664e-05
85542014   __label__Rejected 0.999974 __label__Approved 4.64817e-05
71929491   __label__Rejected 1.00001 __label__Approved 1.00002e-05
17089461   __label__Rejected 0.933154 __label__Approved 0.0668655
76875932   __label__Rejected 0.999077 __label__Approved 0.000943253
58230126   __label__Rejected 1.00001 __label__Approved 1.08707e-05
87314484   __label__Rejected 0.991647 __label__Approved 0.00837322
62964340   __label__Rejected 1.00001 __label__Approved 1.00128e-05
11718442   __label__Rejected 0.999772 __label__Approved 0.000247507
75450690   __label__Rejected 0.999943 __label__Approved 7.67885e-05
82078736   __label__Rejected 0.993545 __label__Approved 0.00647531
33518662   __label__Rejected 1.00001 __label__Approved 1.02588e-05
75011335   __label__Rejected 0.995332 __label__Approved 0.00468817
69158884   __label__Rejected 0.999997 __label__Approved 2.33571e-05
58281965   __label__Rejected 1.00001 __label__Approved 1.0034e-05
49743377   __label__Rejected 0.994616 __label__Approved 0.00540408
54236747   __label__Rejected 0.999514 __label__Approved 0.000505639
72999052   __label__Rejected 0.99915 __label__Approved 0.000870539
76354874   __label__Rejected 0.999986 __label__Approved 3.40436e-05
71736419   __label__Rejected 0.786771 __label__Approved 0.213249
68058804   __label__Approved 0.998874 __label__Rejected 0.00114571
65789782   __label__Rejected 0.999933 __label__Approved 8.72086e-05
32647613   __label__Approved 0.957863 __label__Rejected 0.0421568
46747327   __label__Approved 0.97971 __label__Rejected 0.0203104
79330415   __label__Rejected 0.979672 __label__Approved 0.0203478
64790981   __label__Rejected 0.997509 __label__Approved 0.00251095
60621218   __label__Rejected 0.999862 __label__Approved 0.00015815
11191795   __label__Rejected 0.999201 __label__Approved 0.000818857
65136277   __label__Rejected 1.00001 __label__Approved 1.00541e-05
50305541   __label__Rejected 0.917107 __label__Approved 0.0829134
72740816   __label__Rejected 0.993272 __label__Approved 0.00674766
68325346   __label__Rejected 0.84312 __label__Approved 0.1569
29646417   __label__Rejected 0.875613 __label__Approved 0.124407
63557839   __label__Approved 0.726319 __label__Rejected 0.273701
70358398   __label__Rejected 0.999871 __label__Approved 0.000149089
69293526   __label__Rejected 0.974852 __label__Approved 0.025168
28949085   __label__Rejected 0.998556 __label__Approved 0.00146417
65868723   __label__Rejected 0.999931 __label__Approved 8.9183e-05
39246754   __label__Rejected 0.989089 __label__Approved 0.0109314
77015179   __label__Rejected 0.999981 __label__Approved 3.89143e-05
69148554   __label__Rejected 0.961667 __label__Approved 0.0383528
66821755   __label__Rejected 0.997438 __label__Approved 0.00258238
73710458   __label__Rejected 1.00001 __label__Approved 1e-05
77026299   __label__Rejected 0.978668 __label__Approved 0.0213516
56653738   __label__Rejected 0.989959 __label__Approved 0.010061
67672006   __label__Rejected 1.00001 __label__Approved 1.00591e-05
36199848   __label__Rejected 0.971382 __label__Approved 0.0286377
69758413   __label__Rejected 0.995082 __label__Approved 0.00493829
92009135   __label__Rejected 0.999978 __label__Approved 4.18699e-05
69099432   __label__Rejected 0.708719 __label__Approved 0.291301
20102739   __label__Rejected 0.999958 __label__Approved 6.18765e-05
65776102   __label__Rejected 0.999995 __label__Approved 2.51366e-05
53311792   __label__Rejected 1.00001 __label__Approved 1e-05
25085234   __label__Rejected 0.972946 __label__Approved 0.0270735
61022861   __label__Rejected 0.822562 __label__Approved 0.177458
63690554   __label__Rejected 0.999999 __label__Approved 2.11988e-05
68325452   __label__Rejected 1.00001 __label__Approved 1.34703e-05
66223589   __label__Rejected 0.999286 __label__Approved 0.000733814
68506711   __label__Rejected 0.914206 __label__Approved 0.0858143
71218276   __label__Rejected 1.00001 __label__Approved 1.0015e-05
71174274   __label__Rejected 1.00001 __label__Approved 1.00083e-05
75986011   __label__Rejected 0.996532 __label__Approved 0.00348797
68921276   __label__Rejected 0.998875 __label__Approved 0.00114509
68827997   __label__Approved 0.919314 __label__Rejected 0.0807064
58506639   __label__Rejected 0.998328 __label__Approved 0.00169156
72737255   __label__Rejected 1.00001 __label__Approved 1.16585e-05
15589241   __label__Rejected 1.00001 __label__Approved 1.18589e-05
73921959   __label__Rejected 0.995017 __label__Approved 0.00500282
33618407   __label__Rejected 0.999992 __label__Approved 2.7803e-05
19409262   __label__Rejected 0.999964 __label__Approved 5.60963e-05
64327329   __label__Rejected 1.00001 __label__Approved 1.04427e-05
49206416   __label__Rejected 1.00001 __label__Approved 1.00007e-05
64159804   __label__Rejected 0.999996 __label__Approved 2.44945e-05
64732372   __label__Rejected 0.999999 __label__Approved 2.06977e-05
57255905   __label__Rejected 0.737343 __label__Approved 0.262677
62483148   __label__Rejected 0.997418 __label__Approved 0.00260217
86703020   __label__Rejected 0.996908 __label__Approved 0.00311223
30350110   __label__Rejected 1.00001 __label__Approved 1e-05
18472560   __label__Rejected 0.972197 __label__Approved 0.0278228
65791426   __label__Rejected 0.999462 __label__Approved 0.000557932
71915755   __label__Rejected 0.996818 __label__Approved 0.00320193
73623090   __label__Rejected 1.00001 __label__Approved 1.03535e-05
32843206   __label__Rejected 1.00001 __label__Approved 1.00084e-05
86004932   __label__Rejected 1.00001 __label__Approved 1.00057e-05
11799054   __label__Rejected 0.990225 __label__Approved 0.00979474
58983536   __label__Rejected 0.97199 __label__Approved 0.0280302
66519716   __label__Rejected 0.9998 __label__Approved 0.000220092
72913255   __label__Rejected 0.99849 __label__Approved 0.00153048
72561959   __label__Rejected 0.999033 __label__Approved 0.000986795
86194015   __label__Rejected 0.999644 __label__Approved 0.000376326
28694228   __label__Approved 0.529131 __label__Rejected 0.470889
77121869   __label__Rejected 0.99847 __label__Approved 0.00154992
71604215   __label__Rejected 0.999235 __label__Approved 0.000785323
34610172   __label__Rejected 1.00001 __label__Approved 1.00114e-05
48168601   __label__Rejected 0.99978 __label__Approved 0.000240486
64596676   __label__Rejected 0.999553 __label__Approved 0.000466988
61719051   __label__Rejected 0.991543 __label__Approved 0.00847659
76659798   __label__Rejected 1.00001 __label__Approved 1.03997e-05
65437868   __label__Rejected 1.00001 __label__Approved 1.00193e-05
72002929   __label__Rejected 0.999598 __label__Approved 0.000421822
71986869   __label__Rejected 1.00001 __label__Approved 1.00852e-05
46894128   __label__Rejected 0.999843 __label__Approved 0.000176883
71674670   __label__Rejected 1.00001 __label__Approved 1.18545e-05
72579173   __label__Rejected 0.995552 __label__Approved 0.00446835
68011219   __label__Rejected 0.999997 __label__Approved 2.32696e-05
69130952   __label__Rejected 0.981164 __label__Approved 0.0188558
32296707   __label__Rejected 0.96133 __label__Approved 0.0386898
28506561   __label__Rejected 0.998685 __label__Approved 0.00133542
89363351   __label__Rejected 0.999952 __label__Approved 6.78856e-05
71950215   __label__Rejected 1.00001 __label__Approved 1.01319e-05
59354892   __label__Rejected 0.999995 __label__Approved 2.53531e-05
57969453   __label__Rejected 0.999889 __label__Approved 0.000130902
71469331   __label__Rejected 1.00001 __label__Approved 1.00028e-05
30305546   __label__Rejected 0.995174 __label__Approved 0.00484619
10524507   __label__Rejected 0.98505 __label__Approved 0.0149701
84148554   __label__Rejected 1.00001 __label__Approved 1.29781e-05
95950483   __label__Rejected 1.00001 __label__Approved 1.21354e-05
87278537   __label__Rejected 0.995962 __label__Approved 0.0040583
62465366   __label__Rejected 0.993474 __label__Approved 0.00654644
83878891   __label__Rejected 1.00001 __label__Approved 1.03026e-05
67023109   __label__Rejected 0.999473 __label__Approved 0.00054747
70465277   __label__Rejected 1.00001 __label__Approved 1e-05
50242886   __label__Rejected 1.00001 __label__Approved 1.25738e-05
74112054   __label__Rejected 1.00001 __label__Approved 1.04313e-05
71070360   __label__Rejected 0.999225 __label__Approved 0.000795351
27702036   __label__Rejected 0.998788 __label__Approved 0.00123187
76397597   __label__Rejected 0.999744 __label__Approved 0.000275587
77068640   __label__Rejected 0.547538 __label__Approved 0.452482
73300721   __label__Rejected 1.00001 __label__Approved 1.45614e-05
66572018   __label__Rejected 1.00001 __label__Approved 1.00115e-05
69849689   __label__Rejected 0.986306 __label__Approved 0.0137145
51031233   __label__Rejected 0.993816 __label__Approved 0.00620434
52847358   __label__Rejected 0.999774 __label__Approved 0.000245641
72203064   __label__Rejected 1.00001 __label__Approved 1.06681e-05
76730264   __label__Rejected 1.00001 __label__Approved 1.02454e-05
68004894   __label__Rejected 0.86878 __label__Approved 0.13124
18368823   __label__Rejected 0.998678 __label__Approved 0.0013417
69063607   __label__Rejected 0.980124 __label__Approved 0.0198957
30296754   __label__Rejected 0.915323 __label__Approved 0.0846971
73596870   __label__Rejected 1.00001 __label__Approved 1.02332e-05
71120133   __label__Rejected 1 __label__Approved 1.57156e-05
55752224   __label__Rejected 0.994505 __label__Approved 0.0055153
30809511   __label__Approved 0.725002 __label__Rejected 0.275018
59639326   __label__Rejected 0.974503 __label__Approved 0.0255166
51323367   __label__Rejected 0.995896 __label__Approved 0.00412372
75172334   __label__Rejected 1.00001 __label__Approved 1e-05
77015486   __label__Rejected 0.99982 __label__Approved 0.000200149
73276811   __label__Rejected 0.997001 __label__Approved 0.00301953
26279184   __label__Rejected 0.994943 __label__Approved 0.00507693
91655995   __label__Rejected 1.00001 __label__Approved 1e-05
34956845   __label__Rejected 1.00001 __label__Approved 1.02109e-05
75737540   __label__Rejected 0.999896 __label__Approved 0.000123552
84823694   __label__Rejected 1.00001 __label__Approved 1.00038e-05
72506580   __label__Rejected 0.999868 __label__Approved 0.000151616
55596036   __label__Rejected 0.983307 __label__Approved 0.0167135
70284664   __label__Rejected 0.992057 __label__Approved 0.00796303
67191364   __label__Rejected 0.987119 __label__Approved 0.0129009
52643400   __label__Rejected 1.00001 __label__Approved 1.00199e-05
41917433   __label__Rejected 1.00001 __label__Approved 1.24752e-05
68954237   __label__Rejected 0.999976 __label__Approved 4.43815e-05
69991808   __label__Rejected 0.999553 __label__Approved 0.000467244
84364730   __label__Rejected 1 __label__Approved 1.50409e-05
19428583   __label__Approved 0.742497 __label__Rejected 0.257523
106713415   __label__Rejected 1.00001 __label__Approved 1.00015e-05
71761219   __label__Rejected 0.998953 __label__Approved 0.00106725
60625430   __label__Rejected 1.00001 __label__Approved 1.07648e-05
30235515   __label__Rejected 0.999826 __label__Approved 0.000194505
48129709   __label__Rejected 0.999994 __label__Approved 2.56466e-05
85446199   __label__Rejected 1.00001 __label__Approved 1.01367e-05
84768220   __label__Rejected 1.00001 __label__Approved 1.00003e-05
70323748   __label__Rejected 1.00001 __label__Approved 1.40659e-05
51871872   __label__Rejected 0.996775 __label__Approved 0.00324495
67410691   __label__Rejected 0.999908 __label__Approved 0.00011209
50995273   __label__Rejected 0.999715 __label__Approved 0.000305097
31291567   __label__Rejected 0.83344 __label__Approved 0.16658
72182404   __label__Rejected 0.999711 __label__Approved 0.000309305
46691489   __label__Rejected 0.999478 __label__Approved 0.000542353
65569194   __label__Rejected 0.984457 __label__Approved 0.0155628
70061689   __label__Rejected 0.993944 __label__Approved 0.00607613
73998801   __label__Rejected 0.999764 __label__Approved 0.000256473
81822484   __label__Rejected 0.990567 __label__Approved 0.00945293
75893945   __label__Rejected 0.999997 __label__Approved 2.27869e-05
70046170   __label__Rejected 0.868393 __label__Approved 0.131627
42216254   __label__Rejected 0.923674 __label__Approved 0.0763463
100511714   __label__Rejected 0.968043 __label__Approved 0.0319766
66572658   __label__Rejected 1.00001 __label__Approved 1.28685e-05
71032101   __label__Rejected 0.998502 __label__Approved 0.00151782
67574425   __label__Rejected 0.945926 __label__Approved 0.0540944
63813231   __label__Rejected 0.931065 __label__Approved 0.068955
60953932   __label__Approved 0.68685 __label__Rejected 0.31317
56581236   __label__Rejected 0.997232 __label__Approved 0.00278836
72598308   __label__Rejected 1.00001 __label__Approved 1e-05
59595900   __label__Rejected 0.813609 __label__Approved 0.186411
79384392   __label__Rejected 0.990749 __label__Approved 0.00927105
11198382   __label__Rejected 0.998709 __label__Approved 0.00131092
72622076   __label__Rejected 1.00001 __label__Approved 1e-05
66239692   __label__Rejected 0.901542 __label__Approved 0.0984779
27576480   __label__Rejected 0.999988 __label__Approved 3.18415e-05
76493603   __label__Rejected 0.999842 __label__Approved 0.00017752
50529907   __label__Rejected 0.999964 __label__Approved 5.61523e-05
67045749   __label__Rejected 1.00001 __label__Approved 1e-05
74041736   __label__Rejected 1.00001 __label__Approved 1e-05
59178216   __label__Rejected 0.999827 __label__Approved 0.000192607
103459259   __label__Rejected 0.999209 __label__Approved 0.000810662
83894093   __label__Rejected 0.999824 __label__Approved 0.000195565
76178407   __label__Rejected 0.993415 __label__Approved 0.00660532
74812049   __label__Rejected 1.00001 __label__Approved 1.03638e-05
71267916   __label__Rejected 1.00001 __label__Approved 1.38102e-05
15353128   __label__Rejected 0.999863 __label__Approved 0.000157092
70904939   __label__Rejected 0.979012 __label__Approved 0.0210075
62149651   __label__Rejected 0.997982 __label__Approved 0.00203825
35185765   __label__Rejected 0.97977 __label__Approved 0.0202501
35214664   __label__Rejected 0.999762 __label__Approved 0.000258514
66657897   __label__Rejected 0.998076 __label__Approved 0.00194438
68018196   __label__Rejected 0.998398 __label__Approved 0.00162187
69903168   __label__Rejected 0.922431 __label__Approved 0.0775891
69172091   __label__Rejected 1.00001 __label__Approved 1.00105e-05
71085645   __label__Rejected 0.998576 __label__Approved 0.00144389
74233720   __label__Rejected 0.963243 __label__Approved 0.0367773
66458992   __label__Rejected 0.999661 __label__Approved 0.000359192
33236577   __label__Rejected 1.00001 __label__Approved 1.10958e-05
66268207   __label__Rejected 0.997876 __label__Approved 0.00214355
91582301   __label__Rejected 0.987125 __label__Approved 0.0128948
30460197   __label__Rejected 1.00001 __label__Approved 1.00877e-05
72770528   __label__Rejected 1.00001 __label__Approved 1.49056e-05
92023871   __label__Rejected 0.910742 __label__Approved 0.0892782
50364905   __label__Rejected 1.00001 __label__Approved 1.029e-05
60176961   __label__Rejected 0.789158 __label__Approved 0.210862
71321439   __label__Rejected 1.00001 __label__Approved 1.00025e-05
64534191   __label__Rejected 0.998664 __label__Approved 0.00135631
65565193   __label__Rejected 0.881032 __label__Approved 0.118988
76256011   __label__Rejected 1.00001 __label__Approved 1.00228e-05
84976132   __label__Rejected 1 __label__Approved 1.99384e-05
89777546   __label__Rejected 1 __label__Approved 1.74359e-05
29901870   __label__Rejected 1.00001 __label__Approved 1e-05
99903734   __label__Rejected 0.992754 __label__Approved 0.00726599
57949712   __label__Rejected 0.99998 __label__Approved 4.03291e-05
62911600   __label__Rejected 0.999989 __label__Approved 3.07293e-05
71592911   __label__Rejected 0.997019 __label__Approved 0.00300134
75562140   __label__Rejected 1.00001 __label__Approved 1e-05
74639795   __label__Rejected 0.999857 __label__Approved 0.000163411
66558620   __label__Rejected 0.945275 __label__Approved 0.0547454
77148507   __label__Rejected 0.999328 __label__Approved 0.000691645
73166016   __label__Rejected 1.00001 __label__Approved 1.00024e-05
87721564   __label__Rejected 0.998786 __label__Approved 0.00123417
62154980   __label__Rejected 1.00001 __label__Approved 1.0001e-05
71571738   __label__Rejected 0.999964 __label__Approved 5.55937e-05
72934146   __label__Rejected 0.999559 __label__Approved 0.000460934
63767490   __label__Rejected 0.999403 __label__Approved 0.000616657
57502183   __label__Rejected 0.999992 __label__Approved 2.79498e-05
71927289   __label__Rejected 0.917397 __label__Approved 0.0826229
72135863   __label__Rejected 1.00001 __label__Approved 1.33339e-05
47695863   __label__Rejected 0.999977 __label__Approved 4.3045e-05
74500223   __label__Rejected 1.00001 __label__Approved 1.36044e-05
86156495   __label__Rejected 0.999015 __label__Approved 0.00100533
65927059   __label__Rejected 0.998512 __label__Approved 0.00150769
50917432   __label__Rejected 1.00001 __label__Approved 1.01757e-05
81867758   __label__Rejected 1 __label__Approved 1.68454e-05
61227398   __label__Rejected 0.910701 __label__Approved 0.089319
66723692   __label__Rejected 1.00001 __label__Approved 1.00004e-05
70633785   __label__Rejected 0.998358 __label__Approved 0.00166175
64406541   __label__Rejected 1.00001 __label__Approved 1e-05
76847765   __label__Rejected 1.00001 __label__Approved 1e-05
61952832   __label__Rejected 0.999914 __label__Approved 0.000105567
73112242   __label__Rejected 0.977498 __label__Approved 0.0225215
46853884   __label__Rejected 0.999985 __label__Approved 3.46522e-05
42353210   __label__Rejected 0.907604 __label__Approved 0.0924161
73527717   __label__Rejected 1.00001 __label__Approved 1.00037e-05
62964221   __label__Rejected 0.999293 __label__Approved 0.000727041
65555634   __label__Rejected 1 __label__Approved 1.81551e-05
69124259   __label__Rejected 1.00001 __label__Approved 1.0076e-05
64817580   __label__Rejected 0.995326 __label__Approved 0.00469406
71092754   __label__Rejected 0.999745 __label__Approved 0.0002754
62095182   __label__Rejected 0.968859 __label__Approved 0.0311613
50800044   __label__Rejected 0.988255 __label__Approved 0.0117651
69741110   __label__Rejected 1.00001 __label__Approved 1.01163e-05
66216904   __label__Rejected 1.00001 __label__Approved 1.18186e-05
52175915   __label__Approved 0.891716 __label__Rejected 0.108305
55127605   __label__Rejected 0.943581 __label__Approved 0.0564395
81496603   __label__Rejected 1.00001 __label__Approved 1.00001e-05
29571860   __label__Rejected 1.00001 __label__Approved 1e-05
84150842   __label__Rejected 1.00001 __label__Approved 1.00008e-05
64969170   __label__Rejected 0.978445 __label__Approved 0.0215752
48589456   __label__Rejected 0.999987 __label__Approved 3.25302e-05
87944349   __label__Rejected 1.00001 __label__Approved 1.00025e-05
29527285   __label__Rejected 1 __label__Approved 1.92599e-05
15844759   __label__Rejected 0.989735 __label__Approved 0.0102851
74217749   __label__Rejected 0.981179 __label__Approved 0.0188413
55915250   __label__Rejected 0.999659 __label__Approved 0.000360652
68188433   __label__Rejected 0.949354 __label__Approved 0.0506663
